time,condition1,
98,0.899412576503453,
99,0.8994444256089958,
100,0.8995349990528664,
101,0.8996258907938476,
102,0.8996405148113382,
103,0.8996350963902533,
104,0.8997911455356502,
105,0.899783486046303,
106,0.8999253490666689,
107,0.8999187944737693,
108,0.8999506895298346,
109,0.8998714186520382,
110,0.8998735659604995,
111,0.8997891583505894,
112,0.8996989183938446,
113,0.8996095184854073,
114,0.8996068003059154,
115,0.8995994162995832,
116,0.8996137392193737,
117,0.8995815772260758,
118,0.8995540873531591,
119,0.8995134764595838,
120,0.8995104846922318,
121,0.8995673538434352,
122,0.8995471363287149,
123,0.8995224149042464,
124,0.8994647744191007,
125,0.8993925073742749,
126,0.8994054297208324,
127,0.899508883014969,
128,0.8995760265454801,
129,0.8995585755016591,
130,0.8996563874655772,
131,0.8996967484961564,
132,0.899708078344065,
133,0.8997125518697037,
134,0.8996656170329008,
135,0.8996030684237073,
136,0.8996225824518307,
137,0.8995850328156902,
138,0.8996205809141522,
139,0.8995763414402508,
140,0.8996351964096848,
141,0.8996004450163955,
142,0.899627221022544,
143,0.8995954062160155,
144,0.8996409045861349,
145,0.8996322769913434,
146,0.8996690228639797,
147,0.8996060512662396,
148,0.8996149140818862,
149,0.8996634894995026,
150,0.8995402125201072,
151,0.8995679530001134,
152,0.8996141614685211,
153,0.8996374803975798,
154,0.8996395259034721,
155,0.8996019980743316,
156,0.8995864942481065,
157,0.8995831241160113,
158,0.8996131025042012,
159,0.8995511615216644,
160,0.8995327765597776,
161,0.899488491832948,
162,0.8994754604218245,
163,0.899497053189179,
164,0.8994984571899917,
165,0.8995273432805884,
166,0.8995261075319364,
167,0.8995865870821512,
168,0.8996180125728719,
169,0.8996408911546426,
170,0.899615511488966,
171,0.8995705904227806,
172,0.8995239662119178,
173,0.8995559638773272,
174,0.8995853296102837,
175,0.8995585270048362,
176,0.8996042263621874,
177,0.8996238890234163,
178,0.8996553886321661,
179,0.8997480419212459,
180,0.899711004616502,
181,0.8996690562320079,
182,0.8996604627768814,
183,0.8996335872101002,
184,0.8996102242821254,
185,0.899601316167349,
186,0.8996058172015451,
187,0.8996294992151538,
188,0.8995535400720104,
189,0.8995706150316269,
190,0.8995347924398545,
191,0.8995130012804882,
192,0.8995022002419241,
193,0.8995577956717136,
194,0.899562447596149,
195,0.8996069621326279,
196,0.899631481903136,
197,0.8995819643767881,
198,0.8995794650991855,
199,0.8995126632754139,
200,0.8995094826691831,
201,0.899534954590291,
202,0.8995234375539216,
203,0.8995621936930209,
204,0.8995240603661067,
205,0.8994702047454107,
206,0.8994981040351614,
207,0.8995011723324993,
208,0.8994652420478666,
209,0.899450972105192,
210,0.8994232638282607,
211,0.8994418159322588,
212,0.89943259789098,
213,0.8994334999113491,
214,0.8993993596264289,
215,0.8994041796624427,
216,0.8994039795544395,
217,0.8993868321032739,
218,0.8993891756801042,
219,0.8993389629748871,
220,0.8993453783145595,
221,0.899326132686619,
222,0.8993446416363844,
223,0.899362286266506,
224,0.8993681108221975,
225,0.8993417524800996,
226,0.8993532376535672,
227,0.8993375315641905,
228,0.8993398207019235,
229,0.8993524022151095,
230,0.8993400477281324,
231,0.8993249661170925,
232,0.8992936941468983,
233,0.8993002768298216,
234,0.8993148685122091,
235,0.8993095997070983,
236,0.8992733292187541,
237,0.8992619358105568,
238,0.8992285383375848,
239,0.8992127933872284,
240,0.8992060330082658,
241,0.8991725423474456,
242,0.8991858921410188,
243,0.8991803696883971,
244,0.8991752419242112,
245,0.8992149180132273,
246,0.8991999085526368,
247,0.8991865561910246,
248,0.8991992921475598,
249,0.8992121944062822,
250,0.8992345976988626,
251,0.8992629447234269,
252,0.8992170359903355,
253,0.8992138366509685,
254,0.8992570766342821,
255,0.8992816516159974,
256,0.8992770897675162,
257,0.8993064331537544,
258,0.8992642473021369,
259,0.8992606071862249,
260,0.8992328820731865,
261,0.8992415280113357,
262,0.8992249188046376,
263,0.899223823824771,
264,0.8992383969788069,
265,0.8992295943323737,
266,0.8992426978104264,
267,0.8992295196492239,
268,0.8992329662924697,
269,0.8992277701214642,
270,0.8992108909085759,
271,0.8991690369407679,
272,0.8992127928841903,
273,0.8992632531562017,
274,0.8992649146072786,
275,0.8992897140004508,
276,0.8992790811382214,
277,0.8992526470870592,
278,0.8992683637971756,
279,0.8992872664343226,
280,0.8993219605582418,
281,0.8993095056163373,
282,0.8993478339156414,
283,0.8993286897650887,
284,0.8993266559944948,
285,0.8993446648667578,
286,0.8993511269914642,
287,0.8993767077466464,
288,0.8993717704432771,
289,0.8993603024652127,
290,0.8993561439851221,
291,0.8993444079052187,
292,0.8993232292863904,
293,0.8993585235519727,
294,0.8993177680687217,
295,0.8993212413275731,
296,0.8993134419188862,
297,0.8993387193984416,
298,0.8993728592721544,
299,0.8993674203489741,
300,0.8993433049906099,
301,0.8993407324202914,
302,0.8992956859245824,
303,0.8992919486873704,
304,0.8992987556507295,
305,0.8993198137580088,
306,0.899323541154357,
307,0.8993176850035012,
308,0.8993080274854798,
309,0.8992849349246703,
310,0.8992408179042103,
311,0.8992693655262052,
312,0.8992464958809258,
313,0.8992529500124807,
314,0.8992467308438612,
315,0.8992742432602877,
316,0.8992966328559143,
317,0.8992895072882477,
318,0.8992992159306933,
319,0.8993026179507114,
320,0.899293759749963,
321,0.8993144065300973,
322,0.8993133110331621,
323,0.8993071892797226,
324,0.8993019453182931,
325,0.8992821367878377,
326,0.8992815031467142,
327,0.8993011264481738,
328,0.8993294586196252,
329,0.8993124530298457,
330,0.8993131350351979,
331,0.8993058916411668,
332,0.8993186247621646,
333,0.8992964900839905,
334,0.8992677589171022,
335,0.8992815280958588,
336,0.8992743861071816,
337,0.8992644822058593,
338,0.8992335825626037,
339,0.8992514271726536,
340,0.8992621474638766,
341,0.8992809133244622,
342,0.899297213310603,
343,0.8992857418797928,
344,0.8992974565253724,
345,0.8993095062866615,
346,0.8993111578106793,
347,0.8992912440750875,
348,0.8993125675023357,
349,0.8993029136741413,
350,0.8992849219109061,
351,0.899266543211732,
352,0.8992718168008865,
353,0.8992318782880485,
354,0.8992157311641426,
355,0.899204623551831,
356,0.8992202605590225,
357,0.8992103445270154,
358,0.8991976243810282,
359,0.8991902304388394,
360,0.8991660924941227,
361,0.8991705727137326,
362,0.8991624381892172,
363,0.8991260281508157,
364,0.8991494140085774,
365,0.8991497507843791,
366,0.8991433041732936,
367,0.8991505721322709,
368,0.8991609346656253,
369,0.8991479964887013,
370,0.8991472951704489,
371,0.8991621027674112,
372,0.8991775500519613,
373,0.8991661634930331,
374,0.8991686670871444,
375,0.8991628948484818,
376,0.8991473619476871,
377,0.8991569722124787,
378,0.8991499493566911,
379,0.899169811905057,
380,0.8991889802938439,
381,0.899184332293728,
382,0.8991880532605947,
383,0.8991944666143697,
384,0.8992148426140056,
385,0.8992442362691776,
386,0.8992324703163895,
387,0.8992821845550959,
388,0.8993178405832555,
389,0.899342861391665,
390,0.8994333424616534,
391,0.8995567866017083,
392,0.8995396268194341,
393,0.8995288951410819,
394,0.8996030382480209,
395,0.8994788397997169,
396,0.899597044831266,
397,0.8994594815894095,
398,0.899827955995054,
399,0.899817019336475,
400,0.8996970191401122,
401,0.8996498806697885,
402,0.8995271510009618,
403,0.8995742355659545,
404,0.8996059375337607,
405,0.8998105791029694,
406,0.8997705563306617,
407,0.9002652623988814,
408,0.9005416680935534,
409,0.9006295767206381,
410,0.9008366597868098,
411,0.9010292102307065,
412,0.9009382313558728,
413,0.900937236930493,
414,0.8977081800086633,
415,0.8977691312438295,
416,0.8977211540804542,
417,0.8975779755432943,
